"","age","job","education","month","day_of_week","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"934",29,"admin.","university.degree","may","thu",141,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"935",29,"blue-collar","high.school","may","thu",886,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"936",35,"self-employed","university.degree","may","thu",49,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"937",54,"admin.","university.degree","may","thu",461,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"938",31,"admin.","university.degree","may","thu",515,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"939",55,"technician","university.degree","may","thu",123,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"940",38,"admin.","high.school","may","thu",179,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"941",41,"services","high.school","may","thu",102,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"942",49,"unemployed","university.degree","may","thu",272,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"943",39,"services","high.school","may","thu",17,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"944",34,"blue-collar","professional.course","may","thu",291,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"945",39,"services","high.school","may","thu",209,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"946",37,"services","high.school","may","thu",1187,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"947",45,"blue-collar","high.school","may","thu",89,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"948",49,"admin.","university.degree","may","thu",123,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"949",40,"management","high.school","may","thu",104,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"950",42,"admin.","university.degree","may","thu",117,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"951",47,"services","high.school","may","thu",37,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"952",56,"entrepreneur","university.degree","may","thu",51,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"953",43,"management","university.degree","may","thu",627,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"954",34,"blue-collar","basic.9y","may","thu",466,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"955",29,"admin.","university.degree","may","thu",101,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"956",53,"entrepreneur","university.degree","may","thu",303,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"957",50,"entrepreneur","basic.9y","may","thu",283,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"958",20,"entrepreneur","high.school","may","thu",598,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"959",47,"blue-collar","basic.9y","may","thu",185,7,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"960",48,"technician","professional.course","may","thu",220,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"961",29,"entrepreneur","university.degree","may","thu",423,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"962",28,"technician","professional.course","may","thu",337,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"963",31,"blue-collar","professional.course","may","thu",99,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"964",29,"blue-collar","basic.6y","may","thu",27,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"965",33,"management","university.degree","may","thu",166,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"966",33,"services","professional.course","may","thu",182,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"967",36,"admin.","high.school","may","thu",103,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"968",35,"admin.","university.degree","may","thu",379,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"969",38,"technician","professional.course","may","thu",287,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"970",31,"blue-collar","basic.9y","may","thu",732,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"971",30,"blue-collar","basic.6y","may","thu",126,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"972",42,"admin.","university.degree","may","thu",172,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"973",27,"technician","high.school","may","thu",43,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"974",39,"retired","high.school","may","thu",109,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"975",38,"admin.","high.school","may","thu",191,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"976",30,"management","university.degree","may","thu",117,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"977",52,"housemaid","university.degree","may","thu",64,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"978",38,"admin.","high.school","may","thu",260,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"979",54,"technician","basic.9y","may","thu",207,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"980",29,"admin.","university.degree","may","thu",128,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"981",28,"admin.","high.school","may","fri",144,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"982",30,"admin.","high.school","may","fri",110,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"983",37,"blue-collar","basic.4y","may","fri",85,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"984",29,"admin.","high.school","may","fri",132,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"985",39,"services","high.school","may","fri",346,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"986",39,"management","high.school","may","fri",205,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"987",31,"admin.","university.degree","may","fri",218,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"988",38,"services","high.school","may","fri",62,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"989",32,"technician","university.degree","may","fri",93,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"990",31,"admin.","high.school","may","fri",286,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"991",39,"unemployed","high.school","may","fri",241,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"992",39,"unemployed","high.school","may","fri",283,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"993",39,"unemployed","high.school","may","fri",380,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"994",37,"admin.","high.school","may","fri",584,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"995",30,"blue-collar","basic.4y","may","fri",371,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"996",32,"blue-collar","professional.course","may","fri",274,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"997",37,"technician","basic.9y","may","fri",71,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"998",27,"blue-collar","university.degree","may","fri",357,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"999",33,"blue-collar","basic.9y","may","fri",215,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1000",47,"blue-collar","basic.4y","may","fri",131,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1001",54,"admin.","university.degree","may","fri",847,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1002",51,"services","high.school","may","fri",57,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1003",41,"blue-collar","basic.9y","may","fri",306,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1004",51,"blue-collar","high.school","may","fri",147,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1005",55,"services","high.school","may","fri",244,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1006",39,"admin.","high.school","may","fri",59,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1007",37,"self-employed","basic.9y","may","fri",24,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1008",39,"blue-collar","basic.9y","may","fri",85,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1009",33,"management","university.degree","may","fri",70,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1010",33,"management","university.degree","may","fri",21,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1011",59,"management","university.degree","may","fri",659,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1012",36,"services","basic.6y","may","fri",296,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1013",40,"services","high.school","may","fri",307,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1014",37,"technician","professional.course","may","fri",120,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1015",56,"housemaid","high.school","may","fri",390,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1016",32,"admin.","high.school","may","fri",83,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1017",30,"blue-collar","basic.9y","may","fri",198,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1018",32,"student","university.degree","may","fri",21,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1019",31,"blue-collar","basic.9y","may","fri",93,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1020",20,"entrepreneur","high.school","may","fri",217,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1021",42,"blue-collar","basic.6y","may","fri",134,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1022",46,"admin.","university.degree","may","fri",375,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1023",41,"admin.","university.degree","may","fri",45,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1024",33,"admin.","basic.9y","may","fri",93,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1025",24,"technician","professional.course","may","fri",410,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1026",31,"blue-collar","basic.4y","may","fri",157,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1027",25,"services","high.school","may","fri",72,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1028",35,"blue-collar","professional.course","may","fri",710,1,999,0,1.1,93.994,-36.4,4.855,5191,"yes"
"1029",35,"blue-collar","basic.9y","may","fri",131,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1030",25,"admin.","high.school","may","fri",498,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1031",31,"blue-collar","basic.4y","may","fri",514,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1032",39,"admin.","basic.9y","may","fri",127,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1033",37,"blue-collar","basic.9y","may","fri",198,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1034",30,"blue-collar","basic.9y","may","fri",117,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1035",60,"retired","high.school","may","fri",155,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1036",37,"admin.","university.degree","may","fri",18,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1037",28,"services","high.school","may","fri",386,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1038",31,"entrepreneur","basic.9y","may","fri",341,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1039",36,"services","university.degree","may","fri",208,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1040",33,"technician","professional.course","may","fri",44,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1041",39,"blue-collar","high.school","may","fri",480,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1042",39,"services","high.school","may","fri",86,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1043",56,"admin.","high.school","may","fri",93,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1044",39,"admin.","university.degree","may","fri",238,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1045",35,"entrepreneur","basic.9y","may","fri",399,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1046",35,"technician","high.school","may","fri",93,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1047",29,"management","university.degree","may","fri",123,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1048",32,"blue-collar","high.school","may","fri",92,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1049",35,"management","university.degree","may","fri",219,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1050",26,"admin.","high.school","may","fri",2462,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1051",31,"technician","professional.course","may","fri",114,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1052",39,"blue-collar","basic.9y","may","fri",249,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1053",31,"admin.","high.school","may","fri",187,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1054",49,"blue-collar","basic.4y","may","fri",122,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1055",49,"blue-collar","basic.4y","may","fri",207,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1056",36,"management","basic.9y","may","fri",117,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1057",52,"management","professional.course","may","fri",393,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1058",40,"blue-collar","basic.9y","may","fri",25,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1059",36,"blue-collar","basic.4y","may","fri",136,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1060",39,"management","university.degree","may","fri",38,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1061",39,"management","university.degree","may","fri",164,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1062",58,"retired","university.degree","may","fri",825,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1063",29,"blue-collar","basic.9y","may","fri",479,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1064",39,"admin.","high.school","may","fri",229,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1065",31,"technician","professional.course","may","fri",258,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1066",39,"blue-collar","basic.6y","may","fri",308,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1067",49,"admin.","high.school","may","fri",137,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1068",41,"technician","high.school","may","fri",257,6,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1069",32,"services","high.school","may","fri",213,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1070",46,"services","professional.course","may","fri",115,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1071",51,"blue-collar","basic.9y","may","fri",202,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1072",50,"services","high.school","may","fri",106,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1073",35,"admin.","professional.course","may","fri",95,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1074",24,"services","high.school","may","fri",64,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1075",51,"blue-collar","basic.9y","may","fri",653,1,999,0,1.1,93.994,-36.4,4.855,5191,"yes"
"1076",59,"admin.","university.degree","may","fri",186,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1077",33,"technician","professional.course","may","fri",205,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1078",24,"services","high.school","may","fri",377,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1079",30,"blue-collar","basic.9y","may","fri",322,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1080",38,"technician","professional.course","may","fri",46,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1081",34,"admin.","university.degree","may","fri",211,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1082",25,"technician","professional.course","may","fri",156,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1083",36,"self-employed","university.degree","may","fri",71,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1084",32,"admin.","high.school","may","fri",324,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1085",33,"blue-collar","high.school","may","fri",164,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1086",42,"services","high.school","may","fri",137,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1087",37,"admin.","high.school","may","fri",87,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1088",35,"admin.","high.school","may","fri",91,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1089",48,"admin.","high.school","may","fri",230,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1090",50,"management","university.degree","may","fri",63,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1091",39,"technician","professional.course","may","fri",135,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1092",33,"management","university.degree","may","fri",261,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1093",29,"admin.","high.school","may","fri",215,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1094",33,"admin.","high.school","may","fri",125,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1095",41,"admin.","university.degree","may","fri",391,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1096",46,"blue-collar","basic.4y","may","fri",107,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1097",42,"admin.","basic.9y","may","fri",145,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1098",44,"admin.","high.school","may","fri",142,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1099",24,"services","high.school","may","fri",134,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1100",53,"management","basic.4y","may","fri",241,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1101",36,"entrepreneur","university.degree","may","fri",180,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1102",24,"services","high.school","may","fri",654,1,999,0,1.1,93.994,-36.4,4.855,5191,"yes"
"1103",49,"entrepreneur","high.school","may","fri",189,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1104",41,"blue-collar","high.school","may","fri",70,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1105",40,"admin.","high.school","may","fri",1087,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1106",40,"housemaid","basic.4y","may","fri",62,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1107",49,"entrepreneur","high.school","may","fri",323,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1108",25,"admin.","high.school","may","fri",111,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1109",34,"management","university.degree","may","fri",197,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1110",34,"technician","professional.course","may","fri",224,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1111",28,"blue-collar","basic.6y","may","fri",557,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1112",39,"admin.","basic.9y","may","fri",150,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1113",34,"technician","professional.course","may","fri",388,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1114",36,"technician","professional.course","may","fri",194,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1115",32,"retired","high.school","may","fri",209,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1116",40,"housemaid","high.school","may","fri",188,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1117",36,"technician","professional.course","may","fri",84,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1118",27,"entrepreneur","university.degree","may","fri",530,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1119",36,"technician","professional.course","may","fri",365,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1120",47,"blue-collar","basic.4y","may","fri",285,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1121",47,"blue-collar","basic.4y","may","fri",352,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1122",40,"unemployed","basic.9y","may","fri",316,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1123",30,"blue-collar","basic.9y","may","fri",79,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1124",39,"technician","professional.course","may","fri",126,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1125",58,"blue-collar","basic.9y","may","fri",76,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1126",32,"admin.","university.degree","may","fri",1692,2,999,0,1.1,93.994,-36.4,4.855,5191,"yes"
"1127",30,"technician","professional.course","may","fri",253,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1128",52,"admin.","university.degree","may","fri",622,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1129",46,"blue-collar","basic.9y","may","fri",133,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1130",32,"admin.","university.degree","may","fri",178,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1131",53,"self-employed","university.degree","may","fri",404,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1132",31,"blue-collar","basic.9y","may","fri",109,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1133",51,"technician","professional.course","may","fri",134,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1134",45,"admin.","high.school","may","fri",225,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1135",32,"admin.","high.school","may","fri",129,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1136",43,"admin.","high.school","may","fri",93,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1137",34,"admin.","high.school","may","fri",20,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1138",25,"blue-collar","basic.4y","may","fri",247,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1139",25,"blue-collar","basic.4y","may","fri",324,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1140",44,"admin.","basic.9y","may","fri",163,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1141",59,"admin.","university.degree","may","fri",279,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1142",39,"technician","professional.course","may","fri",251,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1143",42,"admin.","university.degree","may","fri",125,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1144",30,"technician","university.degree","may","fri",282,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1145",49,"services","high.school","may","fri",344,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1146",41,"technician","university.degree","may","fri",67,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1147",27,"services","high.school","may","fri",167,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1148",32,"admin.","university.degree","may","fri",395,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1149",27,"admin.","high.school","may","fri",137,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1150",29,"management","university.degree","may","fri",118,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1151",30,"blue-collar","basic.9y","may","fri",128,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1152",29,"management","university.degree","may","fri",174,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1153",32,"technician","university.degree","may","fri",195,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1154",55,"admin.","university.degree","may","fri",412,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1155",39,"admin.","university.degree","may","fri",127,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1156",37,"blue-collar","high.school","may","fri",79,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1157",26,"admin.","university.degree","may","fri",13,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1158",52,"self-employed","university.degree","may","fri",61,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1159",28,"admin.","university.degree","may","fri",286,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1160",33,"management","university.degree","may","fri",274,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1161",32,"admin.","university.degree","may","fri",144,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1162",50,"unemployed","basic.9y","may","fri",1713,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1163",47,"management","basic.4y","may","fri",241,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1164",40,"technician","university.degree","may","fri",338,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1165",45,"services","high.school","may","fri",182,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1166",43,"blue-collar","basic.9y","may","fri",551,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1167",28,"blue-collar","basic.9y","may","fri",663,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1168",36,"technician","professional.course","may","fri",338,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1169",37,"services","high.school","may","fri",153,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1170",32,"admin.","university.degree","may","fri",188,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1171",26,"technician","high.school","may","fri",305,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1172",35,"admin.","high.school","may","fri",1080,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1173",56,"admin.","university.degree","may","fri",1461,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1174",37,"entrepreneur","university.degree","may","fri",129,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1175",43,"technician","professional.course","may","fri",98,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1176",41,"housemaid","high.school","may","fri",262,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1177",43,"technician","professional.course","may","fri",150,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1178",31,"services","high.school","may","fri",332,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1179",39,"admin.","university.degree","may","fri",94,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1180",56,"admin.","high.school","may","fri",49,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1181",34,"admin.","university.degree","may","fri",154,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1182",34,"blue-collar","basic.4y","may","fri",750,7,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1183",45,"blue-collar","basic.9y","may","fri",202,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1184",59,"admin.","university.degree","may","fri",191,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1185",46,"blue-collar","professional.course","may","fri",106,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1186",25,"blue-collar","basic.9y","may","fri",214,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1187",33,"admin.","university.degree","may","fri",128,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1188",27,"admin.","university.degree","may","fri",70,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1189",33,"admin.","university.degree","may","fri",279,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1190",25,"admin.","high.school","may","fri",231,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1191",38,"blue-collar","basic.9y","may","fri",70,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1192",33,"technician","high.school","may","fri",213,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1193",33,"management","university.degree","may","fri",136,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1194",34,"blue-collar","basic.9y","may","fri",229,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1195",50,"management","university.degree","may","fri",184,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1196",38,"management","university.degree","may","fri",32,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
